1,月見櫓は戦乱の無い江戸時代を象徴する櫓だが、復元を含め月見櫓が無い城はどれか。,松山城,岡山城,松本城,福山城,1
2,八王子城御主殿虎口前の石段はある城を参考に造られたが、どの城か。,武田氏館,小田原城,安土城,春日山城,3
3,江戸中期・信州上田の仙石氏が国替え時、そば職人を連れて転封した事からそばが名物となった城下町はどれか。,出石,島根,篠山,米沢,1
4,壁に瓦を張り漆喰で補強した海鼠壁の櫓は金沢城で有名だが、他にもある。どの城か。,新発田城,明石城,犬山城,赤穂城,1
5,文化庁が定めた再建基準を満たし、史実と同じ位置に同じ外観と内部構造で木造再建された天守を復元天守というが、次のうち復元天守はどれか。,大洲城,岡山城,高田城,広島城,1
6,秀吉による水攻めといえば備中高松城だが、小田原攻めの時石田三成が水攻めにした城はどれか。,忍城,小田原城,高島城,松井田城,1
7,史跡のうち特に学術上の価値の高いものは国指定特別史跡に指定されている。次の中で特別史跡でないのはどれか。,五稜郭,大坂城,安土城,水戸城,4
8,豊臣秀吉が築いた大坂城天守に関する記述で誤りはどれか。,外壁は黒漆喰の下見板張りであった。,5重の天守であった,日本で最初の層塔型天守だった,金箔瓦が葺かれていた,3
9,岩国城、小倉城の天守は共通する特異な構造をしているが、次のどれか。,倭城造,南蛮造,入母屋造,回廊造,2
10,関ヶ原の戦いで西軍を率いた毛利輝元は戦後、領地をわずか二ヶ国へと大きく減らされた。認められた領国は長門とどこか。,石見,豊前,周防,安芸,3
11,東北の城で3基の櫓と5つの門が現存している城はどれか。,久保田城,仙台城,会津若松城,弘前城,4
12,津和野城に関する記述で誤りはどれか。,鎌倉幕府が能登の豪族吉見氏に築かせたとされる,山城の石垣として全国屈指の壮大さを誇る,山頂には3重の天守が残る,別名は「三本松城」である,3
13,現存天守の中で、最も多くの破風を持つ城はどれか。,姫路城,松江城,松山城,彦根城,4
14,武田軍と徳川軍が激しい争奪戦を繰り広げた高天神城に関する記述で、誤りはどれか。,高天神を制すれば遠江を制すると言われた,今川氏の支城だった,武田勝頼が攻略した,武田信玄が攻略した,4
15,駿府城で本年復元された建造物はどれか。,東御門（ひがしごもん）,巽（たつみ）櫓,小天守,坤（ひつじさる）櫓,4
16,徳川300諸侯といわれるが、城を持たない大名も多かった。城をもたない大名はなんと呼ばれたか。,準城持大名,陣屋大名,居館大名,館大名,2
17,名古屋城の本丸御殿は、現在復元作業が進められているが、御殿はいつ焼失したか。,明治時代,江戸時代,昭和時代,大正時代,3
18,江戸城天守4度目の再建にあたり、天守台石垣は加賀前田家が築いたが、幕府重臣の進言で天守は再建されなかった。その重臣とはだれか。,松平定信,保科正之,水野忠邦,酒井忠勝,2
19,後水尾天皇を二条城に迎えたのはだれか。,徳川秀忠,徳川家康,徳川家綱,徳川家光,4
20,豊臣秀吉が築いた朝鮮出兵のための陣城・名護屋城の普請奉行に3人が命じられた。当てはまらないのはだれか。,増田長盛,加藤清正,黒田長政,小西行長,1
21,櫓門の説明で誤っているのはどれか。,近世では城門の中でも最も格式が高く厳重な構えの門,枡形門に構える場合、城内に近い方の門を櫓門にするのが一般的,櫓が両脇の石垣（土塁）の上に延びているのと、延びていないものに分類できる,平屋建てで防備より格式を重んじたところに使われた,4
22,松尾芭蕉を祀る俳聖殿がある城はどれか。,伊賀上野城,仙台城,山形城,松坂城,1
23,下記の城で現存御殿のない城はどれか。,掛川城,二条城,高知城,篠山城,4
24,宣教師ルイス・フロイスが信長に会見し安土城や岐阜城などについて書いた書名はどれか。,「セミナリオ」,「信長公記」,「菊と刀」,「日本史」,4
25,次のうち複合天守ではないのはどれか。,彦根城,松江城,高知城,犬山城,3
26,8世紀ごろの日本海側最北の代表的城柵といえば、次のどれか。,城輪柵,秋田城,磐舟柵,久保田城,2
27,黒田（小寺）官兵衛は姫路城を羽柴秀吉に譲り、父の隠居城の国府山城に移った。その国府山城は何処にあるか。,加古川市,高砂市,たつの市,姫路市,4
28,東海道が城下に入る道を、防御のために曲げて作り、「27曲り」の碑がある城下町はどれか。,岡崎,掛川,静岡,浜松,1
29,次の戦国武将の中で、居城が山城でなかったのは誰か。,武田信玄,上杉謙信,毛利元就,尼子経久,1
30,山城の「横山城」と山麓の居館「お土居」で縄張りされた城で、元和の一国一城令で山城部分は廃城となったが居館部分は幕末まで政庁として使われた城はどれか。,萩城,吉田郡山城,津和野城,岩国城,4
31,江戸幕府が出した一国一城令は元和何年に発したか。,元和元年,元和5年,元和10年,元和20年,1
32,武田氏の城郭の特徴は、新府城や諏訪原城のように台地または平地に築かれた外縁部の虎口にはある形状の馬出を備えていたことである。その形状とはどれか。,円形,三角形,楕円,半円形,4
33,石垣には壁面全体をおおう石垣と一部だけおおう石垣があるが、土塁の上部にだけ築かれた石垣をなんと呼ぶか。,鉢巻石垣,腰巻石垣,半石垣,頭巾石垣,1
34,築城の名手といわれる蒲生氏郷は安土城に良く似た縄張りで各曲輪に豪壮な石垣を築き、城下では楽市楽座を開いたが、その城はどれか。,松ヶ島城,伊賀上野城,松坂城,水口城,3
35,七つの尾根に築かれたところから名付けられたとされる七尾城は石垣が使われた山城だが、その石垣の特徴はどれか。,高石垣がある,低い野面積石垣を数段積み上げている,扇の勾配の石垣がある,切込接の石垣がある,2
36,石垣の積石の背後（裏面）には、小石を固く詰め込んで石垣全体の安全性を高めている。この小石は何と呼ぶか。,飼石,間石,隅石,裏込石,4
37,番所についての説明で間違いはどれか。,一般的には独立した一戸建て,城門の近くにあり人の出入りを監視,重要な役割のため建物は格式の高い造り,主要な門の番所は門の開け閉めが重要な仕事,3
38,吉野ヶ里遺跡ではこれまで様々な防衛施設が発掘されているが、次の中で発掘されていないのはどれか。,石垣,堀,物見櫓,柵,1
39,山梨県内にある城郭遺構で、甲斐源氏武田氏と関係がないのはどれか。,甲府城,武田氏館,新府城,要害城,1
40,鏡柱と控え柱の上に一つの切妻屋根を架けた城門で横から見ると正面の屋根が長く、格式は高いとされる門はどれか。,薬医門,高麗門,棟門,冠木門,1
41,安土城大手の一直線の石段は安土城以前の信長の城にその原形が見られる。その城はどれか。,清州城,那古野城,岐阜城,小牧山城,4
42,元禄年間に造られた石橋や石狭間が残る山鹿流縄張りの城はどれか。,原城,赤穂城,佐賀城,平戸城,4
43,会津若松城は葦名氏が城主だった室町時代には何と呼ばれていたか。,黒川城,会津城,白河城,若松城,1
44,石垣を多用した江戸城で唯一土だけで作られた門がある。外堀に面したこの虎口は次のうちのどれか。,一ツ橋御門,常盤橋御門,四谷御門,喰違御門,4
45,大藩のお家騒動を描いた歌舞伎の「伽羅先代萩」のモデルの城はどれか。,萩城,赤穂城,水戸城,仙台城,4
46,三階櫓を天守の代わりにした城は多い。現存する12天守でも本来三階櫓として建てられたものがふたつある。弘前城ともう一つはどれか。,備中松山城,丸岡城,犬山城,丸亀城,4
47,江戸城の平川門に続く、特徴のある曲輪を何と呼ぶか。,二の丸曲輪,平川曲輪,山里曲輪,帯曲輪,4
48,古代日本が唐や新羅の外交使節をもてなした迎賓館の跡地に造られた城がある。次のうちどれか。,福岡城,名護屋城,大野城,佐賀城,1
49,小田原城の総構の著名な遺構はどれか。,小峯曲輪,南曲輪,小峯御鐘ノ台大堀切,八幡山古郭東曲輪,3
50,重要文化財の正保城絵図は３点で一組となっている。「城絵図」と「郷帳」ともう一つはどれか。,国絵図,堀絵図,天守絵図,石垣絵図,1
51,城郭部が城下町より低いところにある城を「穴城」というが、次の中で穴城はどれか。,小諸城,上田城,小田原城,水戸城,1
52,関が原の戦い後、築城技術が急激に進展し、広大で堅固な平山城、平城が普及した。なかでもこの築城に貢献した技術はどれか。,石材切り出し,測量,水管理,石垣構築,4
53,姫路城の菱の門の形式はどれか。,櫓門,高麗門,四脚門,楼門,1
54,江戸時代末期の築造中は「亀田御役所土塁」と呼ばれた城はどれか。,松前城,龍岡城,四稜郭,五稜郭,4
55,戦国時代、南九州で島津氏と伊東氏が100年にわたって争った城はどれか。,大分府内城,人吉城,鹿児島城,飫肥城,4
56,八王子城は巨大な山城であるが、これを造ったのはどの一族か。,上杉氏,武田氏,後北条氏,徳川氏,3
57,大坂城には巨石が用いられているが、石垣の構築には西国の大名が分担してあたった。有名な桜門枡形の蛸石は、どの藩が運び構築したか。,岡山藩,広島藩,福山藩,徳島藩,1
58,江戸は日本で一番大きい総構の城下町ですが、次のうち外郭城門はどれか。,桜田門,虎の門,坂下門,半蔵門,2
59,豊臣秀吉の隠居城で終焉の城であり、関ヶ原の戦いの前哨戦で焼失、その後徳川家康によって再建された城はどれか。,聚楽第,二条城,篠山城,伏見城,4
60,彦根城は徳川家康の支援をえて天下普請でおこなわれ、周辺の廃城から用材などを調達した。天守はどの城の用材を使ったとされているか。,佐和山城,大津城,長浜城,観音寺城,2
61,豊臣大坂城は慶長20（1615）年大坂夏の陣で落城焼失したが、豪壮な五重天守であったといわれている。この天守の形式はどの型だったとされているか。,層塔型,物見櫓型,望楼型,五重塔型,3
62,関ヶ原の戦い後、石垣の規格加工石は、石材の石目を読んで穴をあけ、鉄楔を打ち込んで石を割り、大量に造れるようになった。その石の穴を何というか。,矢穴,楔穴,石穴,鉄穴,1
63,枡形は虎口防衛の最終的な発展形とされているが、櫓門の外にあるのが外枡形である。次の門の中で外枡形はどれか。,金沢城・河北門,松代城・太鼓門,江戸城・桜田門,飫肥城・大手門,3
64,現在の文化財保護法の国宝認定第１号の城はどれか。,犬山城,松本城,姫路城,彦根城,3
65,毛利氏代々の居城だった郡山城では城主は何処で生活していたか。,城主のみ山上の曲輪に住んでいた,城主・家臣共に麓の館に住んでいた,城主のみ麓の館に住んでいた,山上の曲輪に城主・家臣共に住んでいた,4
66,天守の外壁は、竹を縦横に組んで造った格子を骨組みとし、壁土を何層にも重ね塗りして厚さ一尺（30cm）以上とした土壁である。この竹の格子の名称はどれか。,竹格子,小舞,竹舞,竹組,2
67,石垣の積み方で、1段ごとに横方向に石がほぼ一線に並んだ積み方は何というか。,横積,乱積,谷積,布積,4
68,櫓の名には方角を指す名称も多い。乾櫓とは城のどの方向を指す櫓か。,北東,東南,南西,西北,4
69,白鷺城と言われる姫路城天守の外壁は、土塀の表面に石灰と麻を混ぜた漆喰を塗って仕上げたものだが、その名称はどれか。,漆喰壁,塗籠,白壁,石灰壁,2
70,江戸城の天守は三度建てられたが、次の4人の将軍の中で一度も天守を建てていないのは誰か。,徳川吉宗,徳川家光,徳川秀忠,徳川家康,1
71,伊予の守護・河野氏の居城だった湯築城は、四国平定を進めた武将に引き渡され、幕を閉じた。その武将とは誰か。,長宗我部元親,毛利輝元,豊臣秀吉,織田信長,3
72,西洋式陵堡城郭である函館市の五稜郭は有名だが、同じ陵堡式の龍岡城は何市にあるか。,佐久市,神戸市,松代市,横須賀市,1
73,江戸時代地震に備えて、城中に「地震の間」を作った城がある。次の中で地震の間が確認されているのはどれか。,三原城,江戸城,竹田城,明石城,2
74,天守以外の隅櫓や櫓門に付け足した一重や二重の櫓を続櫓と呼ぶが、天守に付け足した櫓の名前はどれか。,巽櫓,付櫓,天守太鼓櫓,天守続櫓,2
75,江戸城の西の丸大手門に架かっていた橋はどれか。,石橋,木橋,土橋,廊下橋,1
76,古代山城・鬼の城の城壁外周は2.8キロもある。この城壁の大部分は何で作られていたか。,版築土塁,築地,打込接石垣,野面積石垣,1
77,安政元年（1854）に建てられ、日本最後の天守創建となったのはどれか。,五稜郭,松前城,大洲城,松山城,2
78,初期の天守では物見のほか格式を高めるため、天守最上階に廻縁と高欄を設けられたが、次の天守の中で廻縁と高欄が無いのはどれか。,松山城,高知城,丸岡城,弘前城,4
79,切り立った断崖が天然の要害となっている城で、大手道の崖側に石垣を設けて、その頂部に「かまぼこ石」と呼ばれる半円形の石が置かれているのはどの城か。,仙台城,八王子城,高取城,岡城,4
80,天守の代表的な装飾に破風につけられた懸魚がある。破風の大きさによって種類が異なるが、小さな千鳥破風につけられたのはどれか。,梅鉢懸魚（うめばちげぎょ）,蕪懸魚（かぶらげぎょ）,三花蕪懸魚（みつばなかぶらげぎょ）,兎毛通（うのげどおし）,1
81,多賀城の外郭防衛構築物は次のどれか。,板塀,築地塀と木柵,油塀,筋塀,2
82,天守を飾る代表的な意匠に破風がある。その中で最も装飾性がたかいとされる破風はどれか。,入母屋破風,千鳥破風,切妻破風,唐破風,4
83,曲輪の隅や城壁が折れ曲がる所あるいは城門付近などは、城の防御上重要な箇所であり、多くは二重櫓が建てられた。この櫓の名称はどれか。,角櫓,隅櫓,監視櫓,折れ櫓,2
84,天守の屋根はほとんど瓦葺きであったが、石瓦葺や杮葺など特殊な素材を使った城もあった。杮葺きだった城はどれか。,丸岡城,小諸城,鬼の城,高島城,4
85,大陸からの侵攻に備えて７世紀ごろ対馬に築かれた城塞はどれか。,金田城,水城,基肄城,大野城,1
86,元寇後、西国警備強化のため吉見氏が築いた山城で、その後の大改修で牛馬が通れる大手道があったとされる城はどこか。,津山城,津和野城,萩城,福山城,2
87,朝倉氏の一乗谷城に関する説明で間違いはどれか。,背後の山に4つの詰めの城を持つ,一乗谷川沿いに細長い城下町を形成した,天守台も発掘された,朝倉氏館跡が発掘された,3
88,連続した天守曲輪や登り石垣、さらに二の丸御殿には巨大な石組の井戸を持つ、戦いのための縄張りが際立つ平山城とはどの城か。,広島城,丸亀城,松山城,鳥取城,3
89,日本3名園の一つ兼六園の命名者はだれか。,5代藩主前田綱紀,初代藩主前田利家,白河藩主・松平定信,徳川吉宗,3
90,瓦の製造にあたり、雪に強い釉薬を使いその色から赤瓦といわれる屋根瓦を持つ城はどれか。,会津若松城,丸岡城,弘前城,金沢城,1
91,熊本城の本丸御殿は平成20年に復元されたが、御殿床下の地下道も体験できる。地下道の名は次のどれか。,闇り通路,床下通路,忍び通路,抜け通路,1
92,川中島の戦いに備えて武田信玄が築いた松代城の築城当時の城名はどれか。,葛尾城,上田城,海津城,高島城,3
93,櫓門の形式には櫓が両脇の石垣（土塁）に伸びているものと伸びていないものがある。次の中で櫓が石垣に伸びていないのはどれか。,二条城東大手門,弘前城追手門,丸亀城大手門,福山城筋金門,2
