1,大野城・基肄城などの朝鮮式古代山城は、大和政権の九州統治の要である太宰府の詰城的な施設として築いたが、このような防衛構想はどこをモデルとしたか。,平壌,扶余,漢城,金城,2
2,鬼ノ城は「日本書紀」などに記載のない謎の城であるが、どの分類に属するか。,神籠石系古代山城,朝鮮式山城,中国式山城,大和式山城,1
17,石垣山一夜城の正式な史跡名は次のうちどれか。,史跡石垣山一夜城,史跡石垣山,史跡石垣山城,史跡一夜城,2
23,関が原の戦い後、次の戦いに備えて慶長の築城ラッシュとなった。徳川系城郭の特徴は、その平面プランがほとんど共通していて、省エネ城郭と言える。篠山城と相似形の城とされるのはどれか。,水口城,淀城,伏見城,名古屋城,4
31,明治6年、徳川幕府のシンボル取り壊しのため「廃城令」が発布されたが、破却を免れた城はいくつあったか。,20,29,30,39,4
35,平屋建ての城門で最も格式が高いとされる門はどれか。,薬医門,棟門,高麗門,長屋門,1
49,表御殿の玄関は古い呼び方で何と呼ばれたか。,式台口,遠侍,対面口,近習,2
70,広島城の記載に関して誤っているものはどれか。,福島、浅野、松平家の順で藩主が入封,最大で88の櫓があった,江戸時代には3重の堀があった,日清戦争の際に大本営が移された,1
72,福山城の記述について誤っているものはどれか。,元は城全体を囲う二重の堀があった,伏見城から櫓等を移築している,築城の際に幕府から金銭等の援助があった,北面に鉄板を張っていた,1
89,鹿児島城は大藩の本城にしては規模の小さい館城だが、国内要所には防備のため外城を多数作った。およそいくつあったか。,50,70,100,150,3
92,川越城の本丸御殿は建物のほとんどは失われ、現存するのは玄関、大広間、家老詰所などだが、かつてはどれぐらいの広さだったか。,約500坪,約700坪,約800坪,約1000坪,4
100,荻生徂徠の「鈐録（けんろく）」には「山城には独立した山（男山）を用い尾根続きの山は使わない」とあるが、これは軍学のどの流派の流儀か。,甲州流,北条流,山鹿流,上杉流,2
