1,現存天守のうち高欄がないのは。,犬山城,松山城,丸岡城,宇和島城,4
2,熊本城宇土櫓は何重何階か。,4重4階,3重3階,4重6階,3重5階,4
3,多賀城の外郭防衛構築物はどれか。,板塀,築地塀と木柵,油塀,筋塀,2
4,八王子城御主殿虎口前の石段はどの城を参考に造られたか。,武田氏館,小田原城,安土城,春日山城,3
5,壁に瓦を張り漆喰で補強した海鼠壁の櫓は金沢城が有名だが、他にもある。どの城か,新発田城,明石城,犬山城,赤穂城,1
6,古代から江戸時代までに日本で造られた城の数はどれくらいか。,2千,4千,4万,10万,3
7,篠山城についての説明で誤っているのはどれか。,天下普請による城である,家康が豊臣氏に備え山陽・山陰へ通じる要衝として築城した,近年、天守が再建された,縄張は藤堂高虎で、3つの角馬出で虎口を固めた,3
8,1274年の文永の役で元の襲来を経験した幕府が、再度の来襲に備えて博多湾岸に築いた石塁をなんと言うか。,弘安防塁,博多防塁,大宰府防塁,元寇防塁,4
9,26年の歳月をかけて築城した当初の5重天守が焼失。幕末に3層の天守が再建された連立式天守の城は。,松江城,高知城,松山城,松本城,3
10,江戸城の石垣の石切り場は主にどこだったか。,神田駿河台,伊豆,多摩八王子,下野大谷,2
11,関ヶ原で西軍を率いた毛利輝元は、領地をわずか2国に減らされた。長門とどこか。,石見,豊前,周防,安芸,3
12,馬屋はどの城にもあったが、現存する城はどこか。,姫路城,和歌山城,松本城,彦根城,4
13,信長が「天下布武」を打ち出した時の居城はどこか。,小牧山城,清洲城,安土城,岐阜城,4
14,小田原攻めの時に石田三成が水攻めにした城はどれか。,忍城,小田原城,高島城,松井田城,1
15,岩村城に関する説明で誤りはどれか。,山麓に城主の館があった,717mの高所に立つ近世の山城である,土塁のみで石垣はない,日本三大山城と呼ばれる,3
16,犬山城は別名・白帝城というが、その命名者はだれか。,徳川家光,徳川義直,荻生徂徠,新井白石,3
17,高取城の説明で誤りはどれか。,水堀がある,近世三大山城の一つである,27の櫓があった,幕末、天誅組に攻略された,4
18,豊臣秀吉が築いた大坂城天守について誤りはどれか。,外壁は黒漆塗の下見板張であった,5重の天守であった,日本で最初の層塔型天守であった,金箔瓦が葺かれていた,3
19,津和野城に関する記述で誤りはどれか。,鎌倉幕府が能登の豪族吉見氏に築かせたとされる,山城の石垣として全国屈指の壮大さを誇る,山頂に三重の天守が残る,別名は「三本松城」である,3
20,徳川・武田が争奪戦を繰り広げた高天神城について誤りはどれか。,高天神を制すれば遠江を制すといわれた,今川氏の支城だった,武田勝頼が攻略した,武田信玄が攻略した,4
21,次の中で本来は海城だったのはどれか。,松江城,大分府内城,湯築城,宇和島城,4
22,藤堂高虎の出身地はどこか。,三重県,愛知県,滋賀県,愛媛県,3
23,月見櫓がない城はどれか。,岡山城,福山城,松本城,掛川城,4
24,石垣の少ない東北の城の中で、本丸・二の丸・三の丸・本丸腰曲輪の全てが石垣なのはどこか。,会津若松城,盛岡城,山形城,仙台城,2
25,近世の城下町は4つの要素から町割りが行われた。城、武家屋敷、町家と何か。,市場,農地,寺社,宿場,3
26,名古屋城本丸御殿は現在復元工事中だが、いつ焼失したか。,明治時代,江戸時代,昭和時代,大正時代,3
27,写真は江戸城天守台である。このような石の加工・積み方をなんというか。,打込接・谷積,切込接・布積,切込接・谷積,打込接・布積,2
28,後水尾天皇を二条城に迎えたのは誰か。,徳川秀忠,徳川家康,徳川家綱,徳川家光,4
29,藤堂高虎が改修し明治まで藤堂藩の居城だったのはどの城か。,松坂城,伊賀上野城,今治城,津城,4
30,豊臣秀吉が築いた朝鮮出兵のための名護屋城の普請奉行に3人が命じられた。あてはまらないのは誰か。,増田長盛,加藤清正,黒田長政,小西行長,1
31,松尾芭蕉をまつる俳聖殿がある城は。,伊賀上野城,仙台城,山形城,松坂城,1
32,ルイス・フロイスが信長に会見し、安土城や岐阜城について書いた書物はどれか。,「セミナリオ」,「信長公記」,「菊と刀」,「日本史」,4
33,戦国大名は築城にあたり、農民を動員したが、その際に何を持参せよと命じたか。,鋸(のこ),金槌,鍬と畚（もっこ）,鉋(かんな)と鑿(のみ),3
34,東海道が城下に入る道を防御のために曲げて作り「27曲り」の碑があるのはどこか。,岡崎,掛川,静岡,浜松,1
35,8世紀頃の日本海側最北の代表的城柵はつぎのどれか。,城輪柵,秋田城,磐舟柵,久保田城,2
36,会津若松城の屋根瓦は雪に強い上薬を使ったが、その色からなんと呼ばれるか。,黒瓦,赤瓦,青瓦,白瓦,2
37,江戸幕府が城絵図を提出させたのはいつか。,元和年間,慶長年間,正保年間,元禄年間,3
38,江戸幕府が出した一国一城令は元和何年に発したか。,元和元年,元和5年,元和10年,元和20年,1
39,伏見城からの移築とされる明石城の坤櫓だが、その外壁はどの様式か。,黒漆喰総塗籠,白漆喰総塗籠,海鼠壁,下見板張,2
40,土塁の上部にだけ築かれた石垣をなんと言うか。,鉢巻石垣,腰巻石垣,半石垣,頭巾石垣,1
41,七つの尾根に築かれたことから名付けられた七尾城だが、その石垣の特徴はどれか。,高石垣がある,低い野面積石垣を数段積み上げている,扇の石垣がある,切込接の石垣がある,2
42,徳川幕府による西国監視の最前線として築かれた城で、天守の北面外壁に鉄板が使用されたことや、伏見城から移築されたとされる櫓で知られるのはどこか。,広島城,岩国城,福山城,郡山城,3
43,乾櫓とは城のどの方向を指す櫓か。,南東,北東,北西,南西,3
44,番所についての説明で間違いはどれか。,一般的には独立した一戸建て,城門の近くにあり人の出入りを監視,重要な役割のため建物は格式の高い造り,主要な門の番所は門の開け閉めが重要な仕事,3
45,山梨県内にある城郭遺構で甲斐源氏武田氏と関係がないのはどれか。,甲府城,武田氏館,新府城,要害城,1
46,安土城大手の一直線の石段は安土以前の信長の城にその原型が見られる。どこか。,清洲城,那古野城,岐阜城,小牧山城,4
47,会津若松城は葦名氏が城主だった室町時代にはなんと呼ばれていたか。,黒川城,会津城,白河城,若松城,1
48,大藩の御家騒動を描いた歌舞伎の「伽羅先代萩」のモデルの城はどれか。,萩城,赤穂城,水戸城,仙台城,4
49,城名と城主の組み合わせで間違いはどれか。,鹿児島城-島津氏-薩摩藩,高知城-山内氏-土佐藩,久保田城-最上氏-久保田藩,弘前城-津軽氏-弘前藩,3
50,天守は一般的に天守台の上に立てられるが、天守台のない天守はどれか。,松山城,松江城,高知城,岩国城,3
51,徳島城の天守はどの曲輪にあったか。,東二の丸曲輪,本丸曲輪,山里曲輪,三の丸曲輪,1
52,江戸城の平川門に続く特徴のある曲輪をなんと言うか。,二の丸曲輪,平川曲輪,山里曲輪,帯曲輪,4
53,小田原城の総構の著名な遺構はどれか。,小峯曲輪,南曲輪,小峯御鐘ノ台大堀切,八幡山古郭東曲輪,3
54,白河小峰城のシンボル三重櫓は戊辰戦争で焼失した。平成3年に再建されたが次のどの形で再建されたか。,外観復元,木造復元,模擬復興,外観復興,2
55,城郭部が城下町よりも低い所にある城を「穴城」という。どの城か。,小諸城,上田城,小田原城,水戸城,1
56,天守の屋根に鯱を最初に上げたとされるのはどの城か。,小谷城,岐阜城,安土城,佐和山城,3
57,姫路城菱の門の形式はどれか。,櫓門,高麗門,四脚門,楼門,1
58,福岡城は古代の迎賓館の跡に築城されたが、その迎賓館とはどれか。,崇福寺,鴻臚館,名護屋城,水城,2
59,八王子城を造ったのはどの一族か。,上杉氏,武田氏,後北条氏,徳川氏,3
60,江戸中期、上田の仙石氏が出石に国替えの際、そば職人をつれていったことから、そばが名物になった出石は何県か。,兵庫県,福島県,岡山県,鳥取県,1
61,現在の文化財保護法の国宝第一号の城はどれか。,犬山城,松本城,姫路城,彦根城,3
62,藤堂高虎が最初(1596年)に築いた城はどれか。,丸亀城,伊賀上野城,宇和島城,徳島城,3
